topo,seed,agent,indeg,eig,meanV
Small World,49,44,6,0.75,27.566
Small World,49,45,5,0.625,29.24
Small World,49,46,2,0.25,29.866
Small World,49,47,8,1.0,26.514
Small World,49,48,0,0.0,29.7
Small World,49,49,3,0.375,27.002
Small World,49,50,5,0.625,29.732
Small World,49,51,5,0.625,28.818
Small World,49,52,6,0.75,27.11
Small World,49,53,4,0.5,29.092
Small World,49,54,3,0.375,26.756
Small World,49,55,3,0.375,25.61
Small World,49,56,2,0.25,28.864
Small World,49,57,3,0.375,27.192
Small World,49,58,3,0.375,28.632
Small World,49,59,6,0.75,24.448
Small World,49,60,5,0.625,28.012
Small World,49,61,3,0.375,27.042
Small World,49,62,5,0.625,28.712
Small World,49,63,4,0.5,28.414
Small World,49,64,3,0.375,29.082
Small World,49,65,3,0.375,29.838
Small World,49,66,5,0.625,28.086
Small World,49,67,6,0.75,29.358
Small World,49,68,4,0.5,28.904
Small World,49,69,3,0.375,27.53
Small World,49,70,4,0.5,28.892
Small World,49,71,4,0.5,28.77
Small World,49,72,6,0.75,26.978
Small World,49,73,5,0.625,28.678
Small World,49,74,3,0.375,27.6
Small World,49,75,5,0.625,27.544
Small World,49,76,4,0.5,26.962
Small World,49,77,1,0.125,29.724
Small World,49,78,5,0.625,28.47
Small World,49,79,6,0.75,28.716
Small World,50,0,9,1.0,28.52
Small World,50,1,3,0.3333,28.948
Small World,50,2,2,0.2222,30.168
Small World,50,3,2,0.2222,31.664
Small World,50,4,4,0.4444,28.768
Small World,50,5,5,0.5556,28.072
Small World,50,6,5,0.5556,26.54
Small World,50,7,5,0.5556,28.042
Small World,50,8,1,0.1111,28.66
Small World,50,9,3,0.3333,29.29
Small World,50,10,7,0.7778,27.128
Small World,50,11,5,0.5556,30.958
Small World,50,12,3,0.3333,29.786
Small World,50,13,4,0.4444,29.244
Small World,50,14,4,0.4444,29.93
Small World,50,15,4,0.4444,28.722
Small World,50,16,3,0.3333,27.304
Small World,50,17,5,0.5556,28.45
Small World,50,18,4,0.4444,29.166
Small World,50,19,4,0.4444,28.668
Small World,50,20,1,0.1111,34.624
Small World,50,21,4,0.4444,28.234
Small World,50,22,2,0.2222,31.594
Small World,50,23,3,0.3333,28.886
Small World,50,24,6,0.6667,29.38
Small World,50,25,5,0.5556,30.26
Small World,50,26,2,0.2222,30.938
Small World,50,27,4,0.4444,30.754
Small World,50,28,4,0.4444,30.952
Small World,50,29,5,0.5556,28.754
Small World,50,30,4,0.4444,29.226
Small World,50,31,4,0.4444,28.806
Small World,50,32,5,0.5556,28.812
Small World,50,33,4,0.4444,28.636
Small World,50,34,3,0.3333,30.33
Small World,50,35,3,0.3333,28.96
Small World,50,36,4,0.4444,28.87
Small World,50,37,4,0.4444,31.146
Small World,50,38,4,0.4444,26.7
Small World,50,39,4,0.4444,31.894
Small World,50,40,3,0.3333,30.114
Small World,50,41,6,0.6667,30.46
Small World,50,42,2,0.2222,31.62
Small World,50,43,1,0.1111,30.646
Small World,50,44,1,0.1111,34.252
Small World,50,45,6,0.6667,30.19
Small World,50,46,4,0.4444,29.09
Small World,50,47,8,0.8889,27.748
Small World,50,48,6,0.6667,28.41
Small World,50,49,4,0.4444,28.146
Small World,50,50,4,0.4444,29.066
Small World,50,51,5,0.5556,26.692
Small World,50,52,4,0.4444,27.508
Small World,50,53,4,0.4444,27.338
Small World,50,54,4,0.4444,29.452
Small World,50,55,2,0.2222,27.86
Small World,50,56,3,0.3333,31.05
Small World,50,57,5,0.5556,27.832
Small World,50,58,3,0.3333,28.024
Small World,50,59,5,0.5556,28.212
Small World,50,60,4,0.4444,29.746
Small World,50,61,4,0.4444,30.492
Small World,50,62,5,0.5556,28.802
Small World,50,63,2,0.2222,30.57
Small World,50,64,3,0.3333,30.468
Small World,50,65,4,0.4444,30.28
Small World,50,66,5,0.5556,27.794
Small World,50,67,5,0.5556,27.618
Small World,50,68,4,0.4444,30.168
Small World,50,69,6,0.6667,28.466
Small World,50,70,3,0.3333,30.106
Small World,50,71,2,0.2222,30.496
Small World,50,72,5,0.5556,29.802
Small World,50,73,5,0.5556,29.172
Small World,50,74,6,0.6667,28.5
Small World,50,75,7,0.7778,29.864
Small World,50,76,2,0.2222,29.928
Small World,50,77,2,0.2222,29.58
Small World,50,78,4,0.4444,26.816
Small World,50,79,5,0.5556,27.786
Small World,51,0,3,0.375,29.31
Small World,51,1,6,0.75,28.352
Small World,51,2,3,0.375,30.362
Small World,51,3,5,0.625,29.138
Small World,51,4,4,0.5,28.544
Small World,51,5,3,0.375,28.892
Small World,51,6,4,0.5,29.07
Small World,51,7,7,0.875,26.91
Small World,51,8,2,0.25,28.244
Small World,51,9,5,0.625,27.986
Small World,51,10,3,0.375,28.742
Small World,51,11,3,0.375,28.426
Small World,51,12,2,0.25,30.96
Small World,51,13,2,0.25,31.742
Small World,51,14,2,0.25,31.928
Small World,51,15,6,0.75,31.234
Small World,51,16,4,0.5,31.65
Small World,51,17,2,0.25,31.838
Small World,51,18,4,0.5,29.708
Small World,51,19,6,0.75,28.186
Small World,51,20,8,1.0,28.582
Small World,51,21,3,0.375,27.102
Small World,51,22,3,0.375,29.954
Small World,51,23,3,0.375,28.48
Small World,51,24,5,0.625,28.902
Small World,51,25,5,0.625,27.218
Small World,51,26,2,0.25,29.49
Small World,51,27,3,0.375,31.428
Small World,51,28,5,0.625,28.86
Small World,51,29,3,0.375,29.604
Small World,51,30,4,0.5,29.118
Small World,51,31,4,0.5,28.786
Small World,51,32,6,0.75,25.088
Small World,51,33,4,0.5,27.67
Small World,51,34,7,0.875,28.934
Small World,51,35,3,0.375,29.504
Small World,51,36,4,0.5,29.334
Small World,51,37,3,0.375,31.292
Small World,51,38,4,0.5,27.952
Small World,51,39,6,0.75,26.376
Small World,51,40,4,0.5,28.638
Small World,51,41,4,0.5,29.17
Small World,51,42,3,0.375,26.69
Small World,51,43,3,0.375,28.802
Small World,51,44,3,0.375,27.8
Small World,51,45,4,0.5,29.024
Small World,51,46,3,0.375,29.346
Small World,51,47,4,0.5,32.498
Small World,51,48,4,0.5,28.864
Small World,51,49,4,0.5,27.222
Small World,51,50,6,0.75,26.416
Small World,51,51,2,0.25,29.73
Small World,51,52,4,0.5,29.83
Small World,51,53,4,0.5,27.304
Small World,51,54,3,0.375,27.5
Small World,51,55,4,0.5,30.734
Small World,51,56,6,0.75,30.364
Small World,51,57,4,0.5,28.598
Small World,51,58,5,0.625,29.508
Small World,51,59,2,0.25,30.352
Small World,51,60,4,0.5,28.102
Small World,51,61,5,0.625,29.946
Small World,51,62,7,0.875,25.878
Small World,51,63,2,0.25,29.018
Small World,51,64,5,0.625,28.358
Small World,51,65,4,0.5,28.876
Small World,51,66,4,0.5,27.944
Small World,51,67,5,0.625,26.394
Small World,51,68,4,0.5,28.716
Small World,51,69,2,0.25,31.736
Small World,51,70,4,0.5,28.244
Small World,51,71,5,0.625,25.83
Small World,51,72,4,0.5,27.818
Small World,51,73,5,0.625,26.332
Small World,51,74,2,0.25,29.818
Small World,51,75,4,0.5,28.374
Small World,51,76,6,0.75,27.876
Small World,51,77,2,0.25,31.57
Small World,51,78,4,0.5,26.43
Small World,51,79,5,0.625,26.912
Hierarchical,42,0,4,0.3636,30.408
Hierarchical,42,1,3,0.2727,29.172
Hierarchical,42,2,5,0.4545,27.746
Hierarchical,42,3,2,0.1818,32.52
Hierarchical,42,4,3,0.2727,28.732
Hierarchical,42,5,5,0.4545,28.606
Hierarchical,42,6,4,0.3636,31.168
Hierarchical,42,7,2,0.1818,30.114
Hierarchical,42,8,7,0.6364,26.84
Hierarchical,42,9,1,0.0909,34.17
Hierarchical,42,10,3,0.2727,28.286
Hierarchical,42,11,2,0.1818,30.654
Hierarchical,42,12,6,0.5455,27.43
Hierarchical,42,13,2,0.1818,33.236
Hierarchical,42,14,5,0.4545,29.486
Hierarchical,42,15,2,0.1818,33.352
Hierarchical,42,16,3,0.2727,33.406
Hierarchical,42,17,11,1.0,23.704
Hierarchical,42,18,3,0.2727,30.03
Hierarchical,42,19,6,0.5455,28.544
Hierarchical,42,20,4,0.3636,27.83
Hierarchical,42,21,5,0.4545,27.746
Hierarchical,42,22,3,0.2727,29.644
Hierarchical,42,23,3,0.2727,32.98
Hierarchical,42,24,6,0.5455,28.43
Hierarchical,42,25,5,0.4545,28.33
Hierarchical,42,26,5,0.4545,28.53
Hierarchical,42,27,3,0.2727,31.446
Hierarchical,42,28,2,0.1818,28.066
Hierarchical,42,29,5,0.4545,30.91
Hierarchical,42,30,3,0.2727,29.558
Hierarchical,42,31,3,0.2727,29.226
Hierarchical,42,32,5,0.4545,28.042
Hierarchical,42,33,3,0.2727,29.802
Hierarchical,42,34,4,0.3636,31.12
Hierarchical,42,35,2,0.1818,30.672
Hierarchical,42,36,0,0.0,34.546
Hierarchical,42,37,3,0.2727,29.608
Hierarchical,42,38,2,0.1818,30.704
Hierarchical,42,39,4,0.3636,28.572
Hierarchical,42,40,6,0.5455,29.188
Hierarchical,42,41,1,0.0909,29.862
Hierarchical,42,42,3,0.2727,29.354
Hierarchical,42,43,4,0.3636,27.07
Hierarchical,42,44,4,0.3636,29.56
Hierarchical,42,45,1,0.0909,32.628
Hierarchical,42,46,6,0.5455,26.232
Hierarchical,42,47,2,0.1818,30.1
Hierarchical,42,48,2,0.1818,31.688
Hierarchical,42,49,6,0.5455,28.186
Hierarchical,42,50,4,0.3636,30.298
Hierarchical,42,51,3,0.2727,31.738
Hierarchical,42,52,6,0.5455,27.002
Hierarchical,42,53,2,0.1818,29.586
Hierarchical,42,54,5,0.4545,28.95
Hierarchical,42,55,6,0.5455,27.766
Hierarchical,42,56,5,0.4545,30.27
Hierarchical,42,57,6,0.5455,27.158
Hierarchical,42,58,9,0.8182,29.548
Hierarchical,42,59,4,0.3636,29.858
Hierarchical,42,60,3,0.2727,32.482
Hierarchical,42,61,6,0.5455,26.322
Hierarchical,42,62,4,0.3636,31.044
Hierarchical,42,63,5,0.4545,30.366
Hierarchical,42,64,1,0.0909,30.3
Hierarchical,42,65,3,0.2727,31.55
Hierarchical,42,66,1,0.0909,29.364
Hierarchical,42,67,1,0.0909,33.352
Hierarchical,42,68,4,0.3636,28.61
Hierarchical,42,69,5,0.4545,25.944
Hierarchical,42,70,4,0.3636,33.452
Hierarchical,42,71,5,0.4545,29.22
Hierarchical,42,72,4,0.3636,28.814
Hierarchical,42,73,3,0.2727,27.284
Hierarchical,42,74,5,0.4545,29.862
Hierarchical,42,75,7,0.6364,28.402
Hierarchical,42,76,6,0.5455,30.084
Hierarchical,42,77,5,0.4545,30.476
Hierarchical,42,78,6,0.5455,26.912
Hierarchical,42,79,2,0.1818,30.994
Hierarchical,43,0,4,0.4,30.014
Hierarchical,43,1,4,0.4,28.988
Hierarchical,43,2,9,0.9,26.378
Hierarchical,43,3,4,0.4,30.178
Hierarchical,43,4,4,0.4,29.562
Hierarchical,43,5,3,0.3,31.284
Hierarchical,43,6,0,0.0,32.054
Hierarchical,43,7,1,0.1,27.348
Hierarchical,43,8,3,0.3,30.95
Hierarchical,43,9,5,0.5,27.336
Hierarchical,43,10,7,0.7,26.476
Hierarchical,43,11,2,0.2,29.61
Hierarchical,43,12,4,0.4,30.252
Hierarchical,43,13,5,0.5,29.05
Hierarchical,43,14,4,0.4,30.504
Hierarchical,43,15,1,0.1,29.61
Hierarchical,43,16,5,0.5,28.492
Hierarchical,43,17,6,0.6,29.726
Hierarchical,43,18,6,0.6,26.87
Hierarchical,43,19,2,0.2,29.204
Hierarchical,43,20,3,0.3,30.132
Hierarchical,43,21,5,0.5,29.846
Hierarchical,43,22,1,0.1,30.022
Hierarchical,43,23,5,0.5,29.94
Hierarchical,43,24,7,0.7,28.292
Hierarchical,43,25,4,0.4,26.756
Hierarchical,43,26,1,0.1,29.342
Hierarchical,43,27,5,0.5,30.23
Hierarchical,43,28,3,0.3,27.04
Hierarchical,43,29,5,0.5,29.196
Hierarchical,43,30,4,0.4,25.702
Hierarchical,43,31,7,0.7,30.348
Hierarchical,43,32,6,0.6,26.75
Hierarchical,43,33,2,0.2,32.414
Hierarchical,43,34,3,0.3,29.368
Hierarchical,43,35,3,0.3,30.006
Hierarchical,43,36,2,0.2,30.376
Hierarchical,43,37,3,0.3,32.276
Hierarchical,43,38,4,0.4,28.992
Hierarchical,43,39,3,0.3,27.51
Hierarchical,43,40,9,0.9,25.214
Hierarchical,43,41,5,0.5,29.55
Hierarchical,43,42,7,0.7,29.098
Hierarchical,43,43,7,0.7,27.948
Hierarchical,43,44,2,0.2,29.698
Hierarchical,43,45,4,0.4,29.138
Hierarchical,43,46,5,0.5,27.542
Hierarchical,43,47,2,0.2,29.762
Hierarchical,43,48,4,0.4,32.324
Hierarchical,43,49,2,0.2,28.246
Hierarchical,43,50,1,0.1,29.19
Hierarchical,43,51,4,0.4,33.714
Hierarchical,43,52,6,0.6,28.01
Hierarchical,43,53,4,0.4,30.168
Hierarchical,43,54,4,0.4,30.364
Hierarchical,43,55,6,0.6,30.058
Hierarchical,43,56,3,0.3,30.606
Hierarchical,43,57,1,0.1,32.394
Hierarchical,43,58,6,0.6,28.106
Hierarchical,43,59,9,0.9,26.982
Hierarchical,43,60,6,0.6,28.788
Hierarchical,43,61,4,0.4,28.018
Hierarchical,43,62,1,0.1,33.79
Hierarchical,43,63,4,0.4,25.67
Hierarchical,43,64,6,0.6,30.89
Hierarchical,43,65,7,0.7,30.804
Hierarchical,43,66,6,0.6,29.064
Hierarchical,43,67,3,0.3,31.09
Hierarchical,43,68,3,0.3,29.796
Hierarchical,43,69,0,0.0,34.048
Hierarchical,43,70,4,0.4,29.784
Hierarchical,43,71,2,0.2,30.758
Hierarchical,43,72,3,0.3,28.532
Hierarchical,43,73,10,1.0,27.1
Hierarchical,43,74,9,0.9,26.832
Hierarchical,43,75,4,0.4,29.87
Hierarchical,43,76,5,0.5,30.508
Hierarchical,43,77,3,0.3,30.686
Hierarchical,43,78,2,0.2,27.358
Hierarchical,43,79,2,0.2,30.764
Hierarchical,44,0,1,0.1,33.334
Hierarchical,44,1,2,0.2,26.962
Hierarchical,44,2,6,0.6,27.41
Hierarchical,44,3,5,0.5,28.042
Hierarchical,44,4,2,0.2,32.054
Hierarchical,44,5,3,0.3,31.302
Hierarchical,44,6,4,0.4,26.752
Hierarchical,44,7,6,0.6,27.582
Hierarchical,44,8,6,0.6,30.436
Hierarchical,44,9,2,0.2,33.678
Hierarchical,44,10,4,0.4,29.514
Hierarchical,44,11,3,0.3,27.986
Hierarchical,44,12,2,0.2,29.754
Hierarchical,44,13,5,0.5,27.372
Hierarchical,44,14,5,0.5,28.722
Hierarchical,44,15,4,0.4,28.84
Hierarchical,44,16,6,0.6,26.71
Hierarchical,44,17,10,1.0,26.626
Hierarchical,44,18,7,0.7,29.096
Hierarchical,44,19,9,0.9,24.57
Hierarchical,44,20,4,0.4,31.74
Hierarchical,44,21,4,0.4,29.852
Hierarchical,44,22,5,0.5,27.798
Hierarchical,44,23,6,0.6,25.758
Hierarchical,44,24,2,0.2,30.112
Hierarchical,44,25,2,0.2,30.44
Hierarchical,44,26,8,0.8,27.654
Hierarchical,44,27,4,0.4,28.288
Hierarchical,44,28,3,0.3,30.882
Hierarchical,44,29,3,0.3,28.096
Hierarchical,44,30,5,0.5,27.122
Hierarchical,44,31,4,0.4,29.768
Hierarchical,44,32,4,0.4,32.092
Hierarchical,44,33,8,0.8,25.974
Hierarchical,44,34,2,0.2,29.93
Hierarchical,44,35,1,0.1,30.048
Hierarchical,44,36,6,0.6,29.76
Hierarchical,44,37,3,0.3,30.722
Hierarchical,44,38,7,0.7,27.77
Hierarchical,44,39,3,0.3,29.158
Hierarchical,44,40,2,0.2,31.59
Hierarchical,44,41,5,0.5,30.224
Hierarchical,44,42,2,0.2,32.118
Hierarchical,44,43,7,0.7,27.142
Hierarchical,44,44,2,0.2,30.07
Hierarchical,44,45,2,0.2,30.338
Hierarchical,44,46,2,0.2,30.434
Hierarchical,44,47,2,0.2,31.672
Hierarchical,44,48,3,0.3,31.448
Hierarchical,44,49,3,0.3,30.238
Hierarchical,44,50,6,0.6,26.422
Hierarchical,44,51,7,0.7,24.81
Hierarchical,44,52,1,0.1,31.51
Hierarchical,44,53,1,0.1,31.714
Hierarchical,44,54,4,0.4,28.766
Hierarchical,44,55,3,0.3,30.952
Hierarchical,44,56,2,0.2,29.752
Hierarchical,44,57,2,0.2,31.394
Hierarchical,44,58,5,0.5,27.322
Hierarchical,44,59,7,0.7,26.812
Hierarchical,44,60,5,0.5,26.606
Hierarchical,44,61,4,0.4,29.61
Hierarchical,44,62,1,0.1,27.74
Hierarchical,44,63,5,0.5,27.122
Hierarchical,44,64,5,0.5,25.034
Hierarchical,44,65,3,0.3,27.766
Hierarchical,44,66,7,0.7,26.104
Hierarchical,44,67,5,0.5,28.256
Hierarchical,44,68,3,0.3,31.628
Hierarchical,44,69,6,0.6,26.678
Hierarchical,44,70,4,0.4,28.428
Hierarchical,44,71,2,0.2,29.986
Hierarchical,44,72,5,0.5,29.954
Hierarchical,44,73,3,0.3,33.5
Hierarchical,44,74,5,0.5,31.57
Hierarchical,44,75,5,0.5,31.306
Hierarchical,44,76,5,0.5,28.986
Hierarchical,44,77,3,0.3,28.712
Hierarchical,44,78,3,0.3,29.422
Hierarchical,44,79,1,0.1,35.36
Hierarchical,45,0,2,0.2,31.352
Hierarchical,45,1,3,0.3,28.676
Hierarchical,45,2,5,0.5,27.566
Hierarchical,45,3,4,0.4,32.424
Hierarchical,45,4,3,0.3,33.32
Hierarchical,45,5,4,0.4,28.4
Hierarchical,45,6,7,0.7,27.318
Hierarchical,45,7,3,0.3,27.432
Hierarchical,45,8,3,0.3,31.842
Hierarchical,45,9,6,0.6,28.418
Hierarchical,45,10,5,0.5,29.294
Hierarchical,45,11,3,0.3,31.224
Hierarchical,45,12,4,0.4,28.946
Hierarchical,45,13,5,0.5,29.618
Hierarchical,45,14,8,0.8,29.686
Hierarchical,45,15,5,0.5,30.406
Hierarchical,45,16,4,0.4,28.85
Hierarchical,45,17,9,0.9,27.194
Hierarchical,45,18,10,1.0,27.492
Hierarchical,45,19,6,0.6,28.608
Hierarchical,45,20,2,0.2,32.336
Hierarchical,45,21,6,0.6,28.262
Hierarchical,45,22,5,0.5,29.228
Hierarchical,45,23,4,0.4,31.554
Hierarchical,45,24,3,0.3,28.372
Hierarchical,45,25,5,0.5,29.95
Hierarchical,45,26,3,0.3,28.738
Hierarchical,45,27,3,0.3,29.772
Hierarchical,45,28,6,0.6,28.128
Hierarchical,45,29,4,0.4,28.946
Hierarchical,45,30,3,0.3,27.368
Hierarchical,45,31,2,0.2,30.33
Hierarchical,45,32,3,0.3,29.588
Hierarchical,45,33,1,0.1,31.032
Hierarchical,45,34,3,0.3,29.918
Hierarchical,45,35,1,0.1,31.78
Hierarchical,45,36,5,0.5,26.942
Hierarchical,45,37,6,0.6,27.842
Hierarchical,45,38,7,0.7,29.152
Hierarchical,45,39,1,0.1,29.79
Hierarchical,45,40,4,0.4,31.472
Hierarchical,45,41,5,0.5,29.132
Hierarchical,45,42,1,0.1,33.718
Hierarchical,45,43,4,0.4,28.562
Hierarchical,45,44,4,0.4,31.662
Hierarchical,45,45,4,0.4,27.536
Hierarchical,45,46,6,0.6,27.096
Hierarchical,45,47,1,0.1,30.01
Hierarchical,45,48,2,0.2,31.086
Hierarchical,45,49,2,0.2,32.24
Hierarchical,45,50,3,0.3,29.406
Hierarchical,45,51,2,0.2,30.954
Hierarchical,45,52,2,0.2,29.616
Hierarchical,45,53,5,0.5,26.904
Hierarchical,45,54,4,0.4,30.096
Hierarchical,45,55,6,0.6,28.638
Hierarchical,45,56,3,0.3,29.644
Hierarchical,45,57,7,0.7,29.534
Hierarchical,45,58,4,0.4,27.598
Hierarchical,45,59,5,0.5,29.138
Hierarchical,45,60,7,0.7,28.756
Hierarchical,45,61,4,0.4,28.664
Hierarchical,45,62,4,0.4,29.152
Hierarchical,45,63,3,0.3,30.702
Hierarchical,45,64,5,0.5,30.202
Hierarchical,45,65,4,0.4,29.844
Hierarchical,45,66,1,0.1,31.438
Hierarchical,45,67,1,0.1,31.828
Hierarchical,45,68,7,0.7,27.932
Hierarchical,45,69,4,0.4,27.558
Hierarchical,45,70,7,0.7,27.352
Hierarchical,45,71,3,0.3,30.374
Hierarchical,45,72,6,0.6,28.59
Hierarchical,45,73,4,0.4,29.176
Hierarchical,45,74,7,0.7,29.736
Hierarchical,45,75,2,0.2,30.394
Hierarchical,45,76,4,0.4,27.584
Hierarchical,45,77,3,0.3,32.166
Hierarchical,45,78,1,0.1,29.65
Hierarchical,45,79,4,0.4,31.486
Hierarchical,46,0,1,0.1111,33.632
Hierarchical,46,1,4,0.4444,28.638
Hierarchical,46,2,0,0.0,32.544
Hierarchical,46,3,5,0.5556,27.14
Hierarchical,46,4,2,0.2222,31.416
Hierarchical,46,5,4,0.4444,29.2
Hierarchical,46,6,5,0.5556,27.308
Hierarchical,46,7,3,0.3333,32.272
Hierarchical,46,8,5,0.5556,31.342
Hierarchical,46,9,2,0.2222,30.77
Hierarchical,46,10,6,0.6667,27.35
Hierarchical,46,11,6,0.6667,28.824
Hierarchical,46,12,5,0.5556,27.584
Hierarchical,46,13,2,0.2222,29.69
Hierarchical,46,14,2,0.2222,28.826
Hierarchical,46,15,5,0.5556,30.368
Hierarchical,46,16,5,0.5556,29.73
Hierarchical,46,17,5,0.5556,27.996
Hierarchical,46,18,4,0.4444,30.494
Hierarchical,46,19,6,0.6667,26.334
Hierarchical,46,20,9,1.0,30.506
Hierarchical,46,21,3,0.3333,30.254
Hierarchical,46,22,5,0.5556,28.146
Hierarchical,46,23,3,0.3333,29.77
Hierarchical,46,24,2,0.2222,29.37
Hierarchical,46,25,2,0.2222,31.292
Hierarchical,46,26,5,0.5556,28.982
Hierarchical,46,27,2,0.2222,31.826
Hierarchical,46,28,3,0.3333,28.076
Hierarchical,46,29,2,0.2222,31.58
Hierarchical,46,30,3,0.3333,29.56
Hierarchical,46,31,3,0.3333,30.872
Hierarchical,46,32,6,0.6667,28.144
Hierarchical,46,33,3,0.3333,33.618
Hierarchical,46,34,3,0.3333,29.178
Hierarchical,46,35,5,0.5556,29.692
Hierarchical,46,36,6,0.6667,25.594
Hierarchical,46,37,6,0.6667,30.846
Hierarchical,46,38,3,0.3333,29.182
Hierarchical,46,39,6,0.6667,28.218
Hierarchical,46,40,3,0.3333,30.92
Hierarchical,46,41,3,0.3333,29.804
Hierarchical,46,42,1,0.1111,31.658
Hierarchical,46,43,4,0.4444,29.092
Hierarchical,46,44,5,0.5556,27.824
Hierarchical,46,45,4,0.4444,28.802
Hierarchical,46,46,2,0.2222,28.69
Hierarchical,46,47,1,0.1111,31.02
Hierarchical,46,48,2,0.2222,31.53
Hierarchical,46,49,4,0.4444,28.88
Hierarchical,46,50,4,0.4444,29.56
Hierarchical,46,51,4,0.4444,28.528
Hierarchical,46,52,4,0.4444,28.578
Hierarchical,46,53,5,0.5556,27.726
Hierarchical,46,54,3,0.3333,30.164
Hierarchical,46,55,4,0.4444,29.57
Hierarchical,46,56,4,0.4444,30.624
Hierarchical,46,57,5,0.5556,28.542
Hierarchical,46,58,1,0.1111,34.174
Hierarchical,46,59,5,0.5556,28.908
Hierarchical,46,60,1,0.1111,35.532
Hierarchical,46,61,5,0.5556,28.87
Hierarchical,46,62,5,0.5556,27.586
Hierarchical,46,63,2,0.2222,29.206
Hierarchical,46,64,5,0.5556,29.722
Hierarchical,46,65,1,0.1111,33.47
Hierarchical,46,66,7,0.7778,26.666
Hierarchical,46,67,8,0.8889,27.86
Hierarchical,46,68,5,0.5556,28.292
Hierarchical,46,69,2,0.2222,28.416
Hierarchical,46,70,3,0.3333,32.868
Hierarchical,46,71,8,0.8889,25.484
Hierarchical,46,72,5,0.5556,29.148
Hierarchical,46,73,3,0.3333,30.468
Hierarchical,46,74,2,0.2222,30.604
Hierarchical,46,75,6,0.6667,26.394
Hierarchical,46,76,5,0.5556,27.374
Hierarchical,46,77,5,0.5556,26.352
Hierarchical,46,78,2,0.2222,29.786
Hierarchical,46,79,4,0.4444,28.336
Hierarchical,47,0,4,0.4444,29.286
Hierarchical,47,1,1,0.1111,33.63
Hierarchical,47,2,2,0.2222,30.108
Hierarchical,47,3,3,0.3333,28.896
Hierarchical,47,4,2,0.2222,30.218
Hierarchical,47,5,4,0.4444,28.196
Hierarchical,47,6,8,0.8889,28.206
Hierarchical,47,7,4,0.4444,27.856
Hierarchical,47,8,2,0.2222,32.04
Hierarchical,47,9,4,0.4444,26.76
Hierarchical,47,10,4,0.4444,29.438
Hierarchical,47,11,5,0.5556,29.39
Hierarchical,47,12,1,0.1111,35.132
Hierarchical,47,13,4,0.4444,32.216
Hierarchical,47,14,6,0.6667,31.292
Hierarchical,47,15,5,0.5556,29.44
Hierarchical,47,16,5,0.5556,28.982
Hierarchical,47,17,3,0.3333,32.446
Hierarchical,47,18,2,0.2222,31.258
Hierarchical,47,19,2,0.2222,29.416
Hierarchical,47,20,4,0.4444,32.146
Hierarchical,47,21,6,0.6667,31.448
Hierarchical,47,22,7,0.7778,29.216
Hierarchical,47,23,7,0.7778,28.782
Hierarchical,47,24,6,0.6667,27.826
Hierarchical,47,25,6,0.6667,28.446
Hierarchical,47,26,6,0.6667,27.276
Hierarchical,47,27,4,0.4444,29.872
Hierarchical,47,28,6,0.6667,30.544
Hierarchical,47,29,9,1.0,28.59
Hierarchical,47,30,6,0.6667,28.37
Hierarchical,47,31,0,0.0,36.62
Hierarchical,47,32,3,0.3333,30.792
Hierarchical,47,33,8,0.8889,27.286
Hierarchical,47,34,5,0.5556,29.144
Hierarchical,47,35,3,0.3333,30.33
Hierarchical,47,36,5,0.5556,27.044
Hierarchical,47,37,4,0.4444,29.392
Hierarchical,47,38,6,0.6667,29.076
Hierarchical,47,39,5,0.5556,28.85
Hierarchical,47,40,6,0.6667,26.152
Hierarchical,47,41,3,0.3333,30.748
Hierarchical,47,42,5,0.5556,28.678
Hierarchical,47,43,1,0.1111,29.988
Hierarchical,47,44,4,0.4444,28.634
Hierarchical,47,45,4,0.4444,31.36
Hierarchical,47,46,4,0.4444,31.272
Hierarchical,47,47,3,0.3333,30.908
Hierarchical,47,48,8,0.8889,28.518
Hierarchical,47,49,4,0.4444,31.488
Hierarchical,47,50,5,0.5556,29.482
Hierarchical,47,51,3,0.3333,31.298
Hierarchical,47,52,7,0.7778,28.452
Hierarchical,47,53,6,0.6667,28.592
Hierarchical,47,54,4,0.4444,30.382
Hierarchical,47,55,2,0.2222,31.966
Hierarchical,47,56,5,0.5556,29.794
Hierarchical,47,57,5,0.5556,30.138
Hierarchical,47,58,5,0.5556,27.276
Hierarchical,47,59,6,0.6667,28.922
Hierarchical,47,60,3,0.3333,30.526
Hierarchical,47,61,3,0.3333,33.102
Hierarchical,47,62,6,0.6667,30.312
Hierarchical,47,63,2,0.2222,34.11
Hierarchical,47,64,4,0.4444,31.326
Hierarchical,47,65,2,0.2222,29.876
Hierarchical,47,66,7,0.7778,28.546
Hierarchical,47,67,3,0.3333,29.064
Hierarchical,47,68,2,0.2222,27.554
Hierarchical,47,69,6,0.6667,30.66
Hierarchical,47,70,6,0.6667,25.978
Hierarchical,47,71,1,0.1111,35.772
Hierarchical,47,72,5,0.5556,27.798
Hierarchical,47,73,5,0.5556,32.04
Hierarchical,47,74,3,0.3333,29.2
Hierarchical,47,75,7,0.7778,30.03
Hierarchical,47,76,2,0.2222,33.724
Hierarchical,47,77,3,0.3333,32.164
Hierarchical,47,78,1,0.1111,30.438
Hierarchical,47,79,3,0.3333,30.25
Hierarchical,48,0,3,0.3333,30.698
Hierarchical,48,1,3,0.3333,28.91
